id,name,t_name,is_nsfw,desc,remarks,contributor,c_id,update_times
,smelling,ÎÅ,,,,È¸Ó¥£¬lehrersÂå¶ù,2101,
,hand_to_mouth,ÊÖ·ÅÔÚ×ì±ß,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,arm at side,ÊÖ·ÅÍ·ÅÔ±ß,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,arms behind head,ÊÖ·ÅÄÔºó,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,arms behind back,ÊÖ·ÅºóÃæ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hand on own chest,ÊÖ·ÅÔÚ×Ô¼ºµÄĞØÇ°,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,arms_crossed,ÊÖ½»²æÓÚĞØÇ°,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hand on hip,ÊÖ·ÅÍÎ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hand on another's hip,ÊÖ·ÅÁíÒ»²àÍÎ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hand_on_hip,µ¥ÊÖ²åÑü,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hands_on_hips,Ë«ÊÖ²æÑü,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,arms up,¾ÙÊÖ±Û,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hands up,¾ÙÊÖ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,stretch,"	ÉìÀÁÑü",,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,armpits,¾ÙÊÖÂ¶Ò¸,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,leg hold,ÊÖ°ÑÍÈ×¥×Å,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,grabbing,×¥×¡,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,holding,ÄÃ×Å,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,fingersmile,ÓÃÊÖÖ¸×ö³öĞ¦Á³,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,skirt lift,ÏÆÆğÈ¹×Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,shirt lift,ÏÆÆğÉÏÒÂ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,adjusting_thighhigh,µ÷Õû¹ıÏ¥Íà,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hair_pull,À­Í··¢,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,hair scrunchie,´éÍ··¢,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,w,ÊÖÊÆW,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,v,ÊÖÊÆÊ¤Àû,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,peace symbol,ÊÖÊÆºÍÆ½,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,thumbs_up,"	ÇÌ´óÄ´Ö¸",,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,middle_finger,±È³öÖĞÖ¸,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,cat_pose,Ã¨×¦ÊÖÊÆ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,finger_gun,"	ÊÖÇ¹ÊÖÊÆ",,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,shushing,ĞêÊÖÊÆ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,waving,ÕĞÊÖ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,salute,¾´Àñ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,spread_arms,ÕÅÊÖ,,,,È¸Ó¥£¬lehrersÂå¶ù,2103,
,spread legs,ÕÅ¿ªÍÈ,,,,È¸Ó¥£¬lehrersÂå¶ù,2105,
,crossed_legs,¶şÀÉÍÈ,,,,È¸Ó¥£¬lehrersÂå¶ù,2105,
,fetal_position,ÇúÍÈÖÁĞØ,,,,È¸Ó¥£¬lehrersÂå¶ù,2105,
,leg_lift,Ì§Ò»Ö»½Å,,,,È¸Ó¥£¬lehrersÂå¶ù,2105,
,legs_up,Ì§Á½Ö»½Å,,,,È¸Ó¥£¬lehrersÂå¶ù,2105,
,leaning forward, Ç°Çã,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,undressing,ÍÑÒÂ·ş,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,fetal position,Ó¤¶ù×ËÊÆ(²àÌÉÊÖ½ÅÇú×Å),,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,against wall,¿¿Ç½,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,on_stomach,Å¿×Å,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,squatting,¶×ÏÂ,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,lying,ÌÉ×Å,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,sitting,×ø,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,sitting on,×øÔÚ...ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,seiza,Õı×ø,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,wariza,¸î×ø,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,w-sitting,¸î×ø,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,yokozuwari,²àÉí×ø,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,indian_style,ÅÌÍÈ,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,leg_hug,±§ÍÈ,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,walking,×ß,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,running,ÅÜ,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,straddle,¿ç×ø,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
,straddling,¿çÔ½,,,,È¸Ó¥£¬lehrersÂå¶ù,2102,
